shot_id,shot_made_flag
2146,0.51608545
2148,0.32489574
2149,0.55799997
2157,0.46653396
2159,0.33806473
2168,0.20535718
2176,0.62145066
2178,0.65913486
2181,0.5222524
2187,0.35851273
2188,0.45237288
2190,0.34528798
2194,0.61167765
2197,0.4744756
2214,0.18248513
2217,0.19251427
2222,0.40546516
2223,0.4354176
2226,0.33070916
2230,0.5274694
2240,0.5888813
2247,0.13728593
2250,0.3381744
2259,0.4066695
2262,0.36178824
2266,0.2021835
2305,0.42593592
2310,0.4337824
2313,0.5975369
2319,0.43515047
2320,0.39220014
2345,0.4450693
2350,0.6530752
2356,0.41897357
2360,0.31334406
2370,0.31341416
2386,0.3627774
2398,0.47917348
2414,0.62376964
2435,0.6476886
2439,0.6966764
2446,0.64147544
2458,0.5072037
2465,0.3467524
2466,0.40814197
2470,0.3359804
2495,0.5748678
2501,0.37898234
2507,0.35277748
2533,0.15991393
2537,0.407056
2538,0.597029
2541,0.4610802
2542,0.5602286
2544,0.43962443
2554,0.44576848
2555,0.4165488
2565,0.5246421
2575,0.49095386
2586,0.6382139
2588,0.49081236
2594,0.6212083
2617,0.60755014
2618,0.46988285
2623,0.5811861
2631,0.6226269
2640,0.49936575
2642,0.63083553
2647,0.3990727
2663,0.2992545
2664,0.38948178
2676,0.48723996
2680,0.5507661
2681,0.49682808
2691,0.47645748
2693,0.4652691
2695,0.6430855
2704,0.41205952
2708,0.46580568
2709,0.6161133
2717,0.60809946
2722,0.40194565
2728,0.42085153
2732,0.6212334
2743,0.58293295
2752,0.46098852
2757,0.6007015
2761,0.6310796
2769,0.40625155
2771,0.5998393
2774,0.36095908
2776,0.4838009
2781,0.4865283
2793,0.3876793
2799,0.31350517
2803,0.5240265
2811,0.41786528
2818,0.351555
2824,0.573991
2828,0.63449305
2829,0.44839004
2830,0.43508422
2842,0.57381135
2847,0.60975766
2848,0.38583124
2868,0.5563528
2870,0.4141161
2885,0.28759897
2886,0.40604985
2889,0.53120095
2903,0.42373037
2904,0.59110665
2918,0.44533283
2919,0.47393996
2922,0.3608102
2923,0.42316082
2931,0.40181786
2945,0.34418815
2955,0.49242508
2957,0.57636046
2960,0.5814067
2963,0.46115547
2966,0.5851921
2972,0.4223678
2974,0.41866162
2982,0.41346177
2984,0.45547086
3016,0.5649452
3021,0.3008376
3023,0.5885222
3025,0.44134706
3029,0.49505413
3034,0.62847036
3038,0.3630533
3040,0.4565441
3051,0.3988016
3062,0.5154925
3069,0.46375522
3071,0.44867116
3076,0.6041564
3079,0.31062073
3081,0.39060813
3082,0.4018875
3084,0.28638864
3098,0.35852426
3104,0.34987703
3105,0.42719075
3114,0.590738
3118,0.27894583
3122,0.42776316
3132,0.34159213
3138,0.4637291
3141,0.63874483
3156,0.6458608
3162,0.64571685
3167,0.40791047
3170,0.43939283
3171,0.37233078
3172,0.24306238
3176,0.6538931
3180,0.44389316
3189,0.51832235
3198,0.41157368
3206,0.3541693
3215,0.52801067
3222,0.5540151
3228,0.39716506
3229,0.38843012
3232,0.34747416
3233,0.29987514
3238,0.38106
3256,0.6926857
3264,0.3692078
3273,0.36751887
3275,0.37401655
3285,0.6847185
3289,0.460051
3294,0.30752414
3306,0.37606448
3311,0.6312746
3318,0.4106985
3322,0.39170605
3324,0.3471391
3334,0.507234
3341,0.42446876
3345,0.48301658
3346,0.5537617
3352,0.49443346
3368,0.39980295
3371,0.23368563
3372,0.40769285
3375,0.38982594
3384,0.4536006
3387,0.52197564
3393,0.3547711
3406,0.35947043
3411,0.31632334
3412,0.50401384
3414,0.38326755
3417,0.5507752
3420,0.67878413
3423,0.7008859
3436,0.4422636
3438,0.61415815
3442,0.4287533
3443,0.41977513
3451,0.44958925
3461,0.41047382
3489,0.3017343
3491,0.27034876
3510,0.44003442
3515,0.44337848
3527,0.45925143
3530,0.5820363
3540,0.18739448
3582,0.38245985
3604,0.63101304
3605,0.40225962
3609,0.45029446
3624,0.34457248
3628,0.70580065
3630,0.3968621
3641,0.39683792
3642,0.4124279
3648,0.25184023
3650,0.5698048
3652,0.57569355
3660,0.45656034
3664,0.4826321
3670,0.3765486
3672,0.3957322
3680,0.58805144
3682,0.58602625
3685,0.3319893
3686,0.40780562
3689,0.29253304
3705,0.47906315
3712,0.43555468
3713,0.24378084
3719,0.46258378
3721,0.31336445
3723,0.5014053
3724,0.49358693
3727,0.37775478
3733,0.47346163
3734,0.38390547
3742,0.49527606
3770,0.43284038
3777,0.37245196
3778,0.26286417
3780,0.50390923
3783,0.5266172
3784,0.39402956
3788,0.33113593
3790,0.31284013
3794,0.3129542
3795,0.3976828
3796,0.37011683
3801,0.24566078
3806,0.38745576
3813,0.36723423
3814,0.36724132
3818,0.6138555
3824,0.41043127
3836,0.46884602
3853,0.49953985
3855,0.4494231
3858,0.6496618
3861,0.63958246
3866,0.44830877
3870,0.29698232
3874,0.66015553
3876,0.5283428
3878,0.5125065
3890,0.40359527
3900,0.5864248
3904,0.33963546
3906,0.34354365
3907,0.20015968
3908,0.37968194
3912,0.6475284
3918,0.5008859
3923,0.5775687
3924,0.27726144
3925,0.60627747
3927,0.4743685
3955,0.68848586
3964,0.7129054
3969,0.6839354
3974,0.55392754
3976,0.5393757
3984,0.42103738
3991,0.49903464
3993,0.6414276
4009,0.47211248
4011,0.5273448
4020,0.37319067
4033,0.23256573
4041,0.4710421
4045,0.64737415
4052,0.62711626
4055,0.423017
4056,0.57106644
4057,0.55271184
4067,0.6326492
4069,0.4195776
4077,0.46424296
4094,0.34958595
4095,0.34804305
4100,0.47135785
4119,0.37243792
4130,0.53250706
4131,0.42980975
4132,0.2848532
4134,0.5785471
4137,0.55985916
4138,0.48075354
4143,0.3106914
4145,0.5841
4148,0.46983045
4163,0.42676574
4166,0.5653001
4169,0.60616803
4170,0.34809265
4174,0.59648234
4180,0.4430741
4199,0.55095994
4201,0.51331234
4203,0.2612314
4210,0.11694354
4211,0.49652436
4213,0.55195224
4225,0.35955182
4235,0.403728
4242,0.380782
4245,0.39249682
4250,0.35926583
4252,0.2743196
4254,0.5751214
4263,0.5536745
4264,0.563945
4268,0.14701617
4270,0.4554066
4282,0.59489965
4283,0.5287365
4291,0.496726
4304,0.4482797
4306,0.42216998
4309,0.41013628
4310,0.46188244
4313,0.4387596
4314,0.4074435
4315,0.41984177
4321,0.2991594
4324,0.2568477
4325,0.38760838
4328,0.44700494
4329,0.21039394
4332,0.40270782
4337,0.4225865
4342,0.4257573
4344,0.42957047
4352,0.38213128
4355,0.28139353
4366,0.3146519
4371,0.46641073
4372,0.44448942
4376,0.5737353
4384,0.4382917
4387,0.5234655
4389,0.35325837
4390,0.4512135
4406,0.30162206
4407,0.5448043
4409,0.56302625
4410,0.57156765
4424,0.32074377
4434,0.42824244
4452,0.59187
4460,0.3556963
4470,0.64280087
4480,0.393009
4496,0.54936796
4503,0.32985383
4512,0.44467965
4518,0.5794106
4519,0.33492902
4522,0.34404504
4525,0.29223266
4537,0.47621867
4546,0.5123949
4547,0.5670254
4553,0.4401527
4556,0.37417972
4558,0.418345
4563,0.45672864
4568,0.29928178
4574,0.6615861
4578,0.48545095
4587,0.5776155
4592,0.44350764
4610,0.43691766
4615,0.61981535
4619,0.3771987
4620,0.38907176
4625,0.43184593
4635,0.40689743
4636,0.41807356
4641,0.40102547
4650,0.37257603
4653,0.59415716
4665,0.3196643
4668,0.6066922
4669,0.19412643
4670,0.46229094
4674,0.4494228
4675,0.432846
4676,0.59187
4679,0.42657807
4680,0.62292707
4686,0.384368
4699,0.43550107
4713,0.5459855
4718,0.3694497
4721,0.33377215
4722,0.37975413
4724,0.4159
4730,0.49165225
4731,0.3813966
4735,0.2847675
4743,0.26293135
4745,0.43541157
4746,0.34650484
4747,0.30517644
4748,0.3078203
4769,0.347607
4771,0.34386617
4774,0.4859145
4784,0.4072359
4797,0.38481325
4801,0.4495027
4804,0.3597346
4820,0.40700847
4833,0.37412748
4834,0.40196145
4851,0.47198534
4859,0.27683565
4860,0.5838948
4863,0.40269005
4873,0.25140357
4881,0.5007671
4892,0.33436018
4908,0.65824324
4911,0.43819734
4915,0.2625226
4922,0.29654932
4929,0.639335
4936,0.38094988
4939,0.39626428
4951,0.41557115
4956,0.44660515
4961,0.35774082
4964,0.41495165
4981,0.41378218
4991,0.5585189
4992,0.46755946
4997,0.4743545
5004,0.4667359
5010,0.4493168
5012,0.46794078
5015,0.22652704
5020,0.47879604
5030,0.38622543
5051,0.66467774
5052,0.6662082
5057,0.58698696
5058,0.5957861
5060,0.38460293
5061,0.33316335
5064,0.61839277
5078,0.523209
5080,0.57028407
5088,0.2821264
5089,0.5277319
5090,0.35444152
5103,0.5162436
5108,0.3883094
5114,0.35471103
5115,0.30362904
5124,0.46689638
5137,0.658546
5139,0.51798886
5144,0.40449563
5149,0.6381222
5157,0.36721233
5163,0.36934713
5174,0.38790378
5176,0.64304566
5179,0.44357687
5186,0.61003065
5203,0.4100048
5204,0.7159401
5206,0.33787668
5207,0.47058296
5220,0.48968524
5221,0.59951854
5224,0.37925822
5227,0.34678397
5229,0.44938385
5232,0.6121782
5240,0.40346366
5242,0.3850441
5243,0.40415546
5245,0.29570192
5248,0.5531085
5249,0.4555978
5254,0.4123333
5269,0.24037063
5272,0.24068841
5276,0.32135367
5286,0.6033286
5290,0.50055027
5308,0.62387574
5316,0.3327149
5318,0.6390824
5319,0.29537597
5320,0.58439064
5322,0.33691585
5324,0.37093955
5331,0.5712151
5336,0.6130334
5344,0.62273216
5354,0.28790984
5356,0.0665195
5358,0.5006672
5361,0.44049758
5365,0.62329394
5370,0.42025316
5376,0.3384946
5383,0.23063111
5384,0.3452672
5385,0.48573193
5393,0.65572166
5397,0.24183917
5398,0.46470058
5402,0.50175214
5407,0.36364302
5409,0.40500233
5425,0.5432904
5428,0.54970855
5430,0.43032652
5442,0.41291648
5447,0.5401179
5470,0.3722228
5485,0.31709883
5493,0.45133507
5502,0.45265782
5504,0.27968323
5517,0.4965371
5522,0.45033354
5527,0.56293523
5528,0.47538453
5536,0.37125978
5545,0.51769525
5576,0.45176786
5577,0.5709555
5592,0.4857801
5594,0.32800925
5595,0.33418465
5596,0.2984252
5599,0.45950943
5606,0.5686692
5617,0.34614196
5625,0.45401782
5626,0.4457545
5627,0.6519768
5642,0.6203593
5659,0.59090626
5664,0.6094959
5666,0.43484598
5671,0.34444526
5674,0.30861455
5677,0.52283204
5681,0.40645427
5683,0.14290494
5700,0.64325553
5713,0.5524032
5715,0.55197704
5718,0.20613863
5726,0.502264
5738,0.39045563
5741,0.37588653
5743,0.41619396
5753,0.59996545
5761,0.52485275
5789,0.49098468
5797,0.30280608
5803,0.45304567
5810,0.5644067
5813,0.38571468
5817,0.32242155
5818,0.53294677
5822,0.5728853
5829,0.44013295
5846,0.63154143
5847,0.44354355
5854,0.41897655
5858,0.66570115
5863,0.3434351
5869,0.29768443
5870,0.40347314
5876,0.4845432
5881,0.40708962
5901,0.37353712
5922,0.44111612
5928,0.56760526
5933,0.6200314
5934,0.6219271
5946,0.41802794
5951,0.44819897
5955,0.22711177
5956,0.6257092
5965,0.3463924
5972,0.43612307
5981,0.49338245
5997,0.63086414
6005,0.44845277
6009,0.47213393
6010,0.425005
6015,0.2642696
6039,0.43153444
6047,0.5428496
6051,0.06921378
6056,0.40575927
6061,0.4462183
6064,0.25619733
6065,0.3429135
6070,0.47653535
6085,0.5740326
6086,0.2973116
6091,0.66914606
6097,0.546759
6099,0.67142975
6104,0.5887644
6108,0.68361133
6109,0.675807
6124,0.58172524
6142,0.5820068
6144,0.33171695
6150,0.37400982
6154,0.6139759
6155,0.4719056
6156,0.6200318
6158,0.26282817
6159,0.62761444
6169,0.65106857
6170,0.033774167
6179,0.42683938
6184,0.4453654
6186,0.6571805
6204,0.1526961
6230,0.6431918
6231,0.3721518
6232,0.63758725
6235,0.3623583
6237,0.63510025
6239,0.297602
6263,0.56178355
6265,0.2810447
6270,0.3480404
6271,0.48887265
6278,0.7081642
6279,0.56543696
6288,0.42528838
6294,0.42181498
6295,0.38748944
6302,0.3220851
6306,0.3205603
6322,0.5127565
6324,0.46077237
6327,0.35254452
6331,0.5640315
6334,0.43158603
6338,0.33000532
6339,0.3474532
6362,0.4154883
6372,0.6418167
6375,0.46149373
6393,0.5439746
6394,0.6618439
6405,0.66196835
6406,0.525696
6416,0.47328532
6421,0.6802062
6422,0.45220584
6440,0.6086031
6457,0.6321614
6460,0.54421747
6463,0.61069214
6474,0.60435534
6476,0.35556135
6477,0.40171638
6482,0.5707765
6488,0.39081883
6489,0.4523828
6494,0.31123406
6499,0.33282682
6507,0.29057315
6524,0.3405318
6527,0.20299652
6531,0.08447242
6536,0.66861844
6538,0.1867742
6542,0.4452283
6565,0.40402573
6584,0.34709632
6588,0.44300836
6597,0.44862854
6603,0.5450492
6609,0.5572481
6613,0.5458774
6622,0.40045512
6630,0.39854208
6637,0.3735003
6639,0.5862973
6640,0.22746734
6646,0.35069987
6647,0.5994221
6648,0.5958111
6669,0.45338476
6680,0.2754033
6681,0.36670345
6684,0.13327792
6693,0.46797943
6694,0.19526602
6704,0.46764573
6706,0.53489697
6710,0.37380046
6713,0.44655383
6718,0.45866346
6732,0.30227533
6737,0.46341932
6739,0.16619264
6742,0.32253397
6746,0.2510296
6753,0.31233355
6771,0.48987743
6784,0.54448366
6790,0.5559474
6795,0.5711734
6807,0.32088634
6808,0.47550803
6818,0.4196855
6823,0.3503816
6830,0.62089837
6831,0.62360054
6832,0.39843524
6836,0.39655966
6846,0.5012478
6850,0.42350504
6854,0.37654978
6868,0.55405504
6876,0.47593755
6877,0.5014001
6881,0.37008083
6882,0.28989768
6884,0.3976665
6886,0.39231008
6901,0.35688546
6910,0.3616826
6913,0.418316
6914,0.53489417
6918,0.63383675
6930,0.4367676
6941,0.4480459
6944,0.43017268
6945,0.46163148
6947,0.6358069
6949,0.6315597
6952,0.6246034
6963,0.39521882
6964,0.55899376
6972,0.6060429
6979,0.518715
6981,0.3193486
6988,0.59362376
6990,0.38534707
6998,0.5481118
7004,0.38810444
7016,0.3805205
7027,0.3842874
7042,0.6153393
7056,0.4207765
7061,0.43052575
7069,0.50051045
7071,0.37507123
7088,0.38229695
7099,0.47901815
7108,0.3370256
7121,0.6069798
7125,0.63089895
7136,0.41764843
7149,0.53720534
7150,0.53641707
7151,0.44747084
7167,0.3689156
7177,0.6164257
7178,0.3735528
7183,0.3155346
7186,0.3994332
7190,0.3507937
7201,0.391424
7202,0.26553494
7207,0.2546221
7213,0.24731442
7224,0.41171074
7225,0.4954517
7233,0.4384953
7239,0.39357457
7246,0.46964276
7248,0.30653575
7261,0.59600997
7264,0.39243236
7266,0.32702208
7274,0.29752305
7279,0.4978263
7293,0.29910004
7315,0.3657914
7322,0.4061736
7326,0.61631966
7341,0.49297276
7363,0.56170565
7365,0.45417082
7371,0.43438733
7377,0.265285
7393,0.61692894
7405,0.46900392
7410,0.55966204
7434,0.42944887
7438,0.46881104
7447,0.3957317
7450,0.4372619
7452,0.41323173
7453,0.31840348
7455,0.5267683
7456,0.530668
7457,0.65069497
7466,0.6559514
7470,0.6487021
7474,0.4248877
7487,0.48057655
7488,0.59250784
7492,0.6004134
7496,0.4194045
7501,0.3737954
7505,0.42424253
7512,0.29581165
7526,0.47318614
7536,0.49268374
7538,0.559939
7539,0.41237164
7544,0.5516345
7554,0.4019919
7564,0.5544898
7566,0.44566053
7580,0.43836403
7581,0.483155
7584,0.5201431
7587,0.21448265
7589,0.50768477
7590,0.51817536
7594,0.46032983
7597,0.43678558
7602,0.56933844
7603,0.5159035
7605,0.46320045
7609,0.3865766
7613,0.47686172
7619,0.46178848
7625,0.34696978
7626,0.68114364
7636,0.6962142
7639,0.67281294
7641,0.33024782
7643,0.7084067
7644,0.32359987
7657,0.44886175
7661,0.3906091
7666,0.39677846
7673,0.42697397
7683,0.66470516
7685,0.37315488
7699,0.43805468
7704,0.5366796
7705,0.38834473
7708,0.46986538
7728,0.57658136
7733,0.51595485
7741,0.5764034
7743,0.47795832
7745,0.4048894
7754,0.4336021
7756,0.43958545
7757,0.40665072
7770,0.4142164
7773,0.62131506
7774,0.45921904
7776,0.6077994
7777,0.21606895
7778,0.33964327
7781,0.6123472
7784,0.4467464
7789,0.66980326
7794,0.13902289
7799,0.3969172
7801,0.42011386
7818,0.2177501
7823,0.3830345
7828,0.37356338
7832,0.19567123
7839,0.38688055
7851,0.3744056
7856,0.36710125
7868,0.58922803
7869,0.29406282
7872,0.3420999
7874,0.36027429
7878,0.372511
7888,0.3133389
7913,0.28002745
7923,0.41619933
7925,0.6407803
7926,0.43349993
7938,0.36659178
7942,0.6137843
7945,0.35628244
7954,0.5156714
7963,0.43015736
7969,0.3945601
7970,0.6330351
7977,0.6283051
7981,0.33105952
7990,0.41389912
8020,0.5227215
8023,0.25882512
8025,0.3752451
8034,0.63217354
8039,0.5534368
8046,0.32526076
8051,0.49303284
8055,0.39941794
8060,0.40057504
8063,0.4146817
8073,0.6025889
8074,0.30392382
8076,0.46165246
8080,0.4374346
8088,0.50124717
8102,0.18930995
8103,0.61848736
8104,0.6184473
8105,0.33545277
8109,0.48587033
8115,0.60363185
8121,0.30923772
8126,0.33925337
8135,0.41799325
8153,0.48502517
8156,0.4470539
8160,0.5771434
8161,0.445995
8162,0.4424969
8171,0.30007893
8181,0.2518149
8183,0.21087906
8185,0.4764225
8191,0.5358877
8203,0.15868482
8204,0.5599397
8207,0.48965517
8208,0.487334
8209,0.44263917
8210,0.46985734
8225,0.40812835
8226,0.22398387
8231,0.33335942
8233,0.10141668
8244,0.71241117
8250,0.32379323
8261,0.6189275
8265,0.46742302
8278,0.45815033
8279,0.45718992
8280,0.48137105
8296,0.5807975
8299,0.4509575
8300,0.387438
8301,0.43781376
8305,0.44436774
8327,0.5196486
8334,0.44253895
8349,0.16843918
8355,0.34987456
8361,0.38918754
8362,0.44693086
8364,0.29980588
8365,0.25234914
8375,0.41761428
8378,0.47080848
8380,0.30888546
8381,0.3738267
8387,0.5038576
8399,0.5885608
8402,0.66975844
8409,0.36395344
8433,0.6004652
8436,0.39707005
8442,0.3334459
8448,0.32648987
8464,0.38140053
8469,0.37398162
8474,0.49322563
8478,0.5103934
8482,0.3851507
8490,0.15332213
8510,0.48801357
8511,0.35878935
8527,0.41138846
8532,0.3732637
8533,0.26610172
8538,0.5042887
8541,0.3946622
8545,0.45128936
8553,0.5162087
8554,0.26615497
8555,0.3831379
8569,0.23302543
8586,0.3916986
8593,0.34344774
8600,0.615133
8606,0.35890937
8607,0.13159968
8611,0.49299452
8613,0.43773258
8618,0.6275556
8630,0.4918841
8637,0.3160005
8650,0.32456937
8652,0.3856766
8661,0.6428902
8669,0.47592464
8673,0.36588705
8674,0.37167436
8678,0.5938233
8682,0.32865816
8688,0.5024909
8689,0.5248421
8695,0.20557328
8698,0.34695455
8703,0.26845658
8709,0.34845394
8716,0.37142202
8723,0.3142678
8737,0.26410332
8753,0.4216884
8773,0.53311104
8774,0.25074464
8778,0.55466115
8786,0.43335918
8794,0.5770058
8795,0.48723
8800,0.2538976
8804,0.325015
8808,0.48132947
8809,0.43622553
8817,0.6026609
8818,0.37086555
8825,0.47703904
8830,0.420105
8833,0.43423983
8834,0.29941645
8836,0.390957
8837,0.29520363
8844,0.31701574
8851,0.3338298
8861,0.66731334
8864,0.19104
8865,0.3459674
8869,0.23898165
8873,0.68162155
8880,0.4772082
8884,0.45927116
8888,0.37594867
8889,0.5037802
8891,0.68378973
8893,0.43163854
8897,0.42216566
8905,0.4158381
8910,0.5914688
8918,0.61668384
8939,0.2460327
8940,0.44603145
8941,0.22459283
8944,0.351112
8949,0.39961225
8950,0.3149679
8958,0.57521313
8967,0.5636522
8975,0.28721976
8979,0.38745818
8980,0.17621821
8991,0.24385232
8995,0.1674121
8996,0.3773783
8998,0.5893256
9000,0.40900448
9001,0.63170177
9002,0.43786943
9024,0.49468663
9026,0.44085184
9027,0.4205109
9034,0.4285329
9038,0.31776458
9050,0.39778268
9052,0.42463738
9054,0.38031808
9078,0.58498764
9097,0.4589422
9109,0.2638244
9112,0.40488607
9115,0.3760276
9125,0.5713085
9132,0.38777837
9136,0.37994328
9139,0.38854796
9140,0.3397116
9142,0.30223137
9143,0.416019
9147,0.4988903
9159,0.3971436
9165,0.5107381
9172,0.41775525
9177,0.35178673
9179,0.3795429
9185,0.54639655
9196,0.5729988
9201,0.38825953
9209,0.35931313
9210,0.4426566
9212,0.45987263
9214,0.4138673
9240,0.5562576
9241,0.41461927
9244,0.45158604
9249,0.4156954
9250,0.41335633
9255,0.28136954
9258,0.3984451
9263,0.36141753
9266,0.3226678
9269,0.24167064
9272,0.39386755
9276,0.5867976
9290,0.40730467
9299,0.24576685
9303,0.39904225
9310,0.16459227
9311,0.38718858
9314,0.39041647
9315,0.545851
9325,0.53165805
9328,0.5208672
9329,0.55336964
9332,0.55840373
9337,0.56017137
9353,0.4216451
9355,0.39617354
9356,0.613765
9362,0.42649275
9364,0.6073799
9366,0.59984916
9387,0.62213206
9388,0.62601197
9396,0.5652281
9400,0.31374982
9406,0.49737883
9411,0.47452807
9416,0.29871687
9417,0.5831448
9423,0.5219685
9425,0.5428361
9426,0.27215508
9427,0.4279014
9429,0.6035261
9430,0.3121368
9434,0.33253878
9442,0.3978049
9458,0.5466985
9476,0.37441432
9481,0.40783793
9483,0.39693314
9484,0.38723856
9487,0.5579098
9488,0.41532993
9490,0.33267406
9502,0.566407
9505,0.19731635
9509,0.5792426
9515,0.45101622
9516,0.47658208
9532,0.48546022
9539,0.49729884
9542,0.57301533
9549,0.39451936
9550,0.4653982
9553,0.52671134
9554,0.543997
9561,0.48713303
9566,0.41214773
9571,0.50637215
9577,0.43228763
9584,0.41393545
9592,0.41810873
9596,0.6411016
9602,0.22337158
9603,0.39296734
9604,0.61532605
9608,0.6197509
9609,0.5008514
9613,0.46804327
9623,0.3394326
9630,0.6755
9633,0.42411906
9648,0.3276589
9665,0.6551503
9668,0.38194454
9678,0.5718167
9679,0.49757192
9693,0.5464567
9718,0.58455646
9720,0.5731319
9744,0.4393649
9745,0.3441594
